frame_idx,image_file,image_stamp,cmd_stamp,dt_cmd,cmd_linear_x,cmd_angular_z,odom_stamp,dt_odom,odom_linear_x,odom_angular_z,width,height,encoding
23,images/000023.jpg,1774268052.149627686,1774268052.135808706,0.013818979,0.000000000,0.000000000,1774268052.139044285,0.010583401,0.000000000,0.001942099,640,480,rgb8
24,images/000024.jpg,1774268052.182974815,1774268052.175823450,0.007151365,0.000000000,0.000000000,1774268052.179036856,0.003937960,0.000000000,0.003221440,640,480,rgb8
25,images/000025.jpg,1774268052.216321945,1774268052.215816259,0.000505686,0.000000000,0.000000000,1774268052.199038029,0.017283916,0.000000000,0.002977415,640,480,rgb8
26,images/000026.jpg,1774268052.249669075,1774268052.235823393,0.013845682,0.000000000,0.000000000,1774268052.239067316,0.010601759,0.000000000,0.001981334,640,480,rgb8
27,images/000027.jpg,1774268052.283016443,1774268052.275831461,0.007184982,0.000000000,0.000000000,1774268052.279061079,0.003955364,0.000000000,0.001875940,640,480,rgb8
28,images/000028.jpg,1774268052.316363573,1774268052.315827847,0.000535727,0.000000000,0.000000000,1774268052.299053192,0.017310381,0.000000000,0.001261736,640,480,rgb8
29,images/000029.jpg,1774268052.349720955,1774268052.336072683,0.013648272,0.000000000,0.000000000,1774268052.339054585,0.010666370,0.000000000,0.002840887,640,480,rgb8
30,images/000030.jpg,1774268052.383078337,1774268052.375824213,0.007254124,0.000000000,0.000000000,1774268052.379055738,0.004022598,0.000000000,0.002139012,640,480,rgb8
31,images/000031.jpg,1774268052.416435719,1774268052.415816784,0.000618935,0.000000000,0.000000000,1774268052.399418831,0.017016888,0.000000000,0.001450970,640,480,rgb8
32,images/000032.jpg,1774268052.483125687,1774268052.475823402,0.007302284,0.000000000,0.000000000,1774268052.479038715,0.004086971,0.000000000,0.002272516,640,480,rgb8
33,images/000033.jpg,1774268052.516470671,1774268052.515814781,0.000655890,0.000000000,0.000000000,1774268052.499872684,0.016597986,0.000000000,0.005371355,640,480,rgb8
34,images/000034.jpg,1774268052.549815416,1774268052.535822868,0.013992548,0.000000000,0.000000000,1774268052.539048433,0.010766983,0.000000000,0.002510169,640,480,rgb8
35,images/000035.jpg,1774268052.583160162,1774268052.575824976,0.007335186,0.000000000,0.000000000,1774268052.579046726,0.004113436,0.000000000,0.002308480,640,480,rgb8
36,images/000036.jpg,1774268052.616504669,1774268052.615833521,0.000671148,0.000000000,0.000000000,1774268052.599048853,0.017455816,0.000000000,0.003495496,640,480,rgb8
37,images/000037.jpg,1774268052.649849176,1774268052.635838509,0.014010668,0.000000000,0.000000000,1774268052.639056683,0.010792494,0.000000000,0.004835388,640,480,rgb8
38,images/000038.jpg,1774268052.683193684,1774268052.675841331,0.007352352,0.000000000,0.000000000,1774268052.679064512,0.004129171,0.000000000,0.003209855,640,480,rgb8
39,images/000039.jpg,1774268052.716538191,1774268052.715827942,0.000710249,0.000000000,0.000000000,1774268052.699044943,0.017493248,0.000000000,0.002861453,640,480,rgb8
40,images/000040.jpg,1774268052.749882221,1774268052.735830545,0.014051676,0.000000000,0.000000000,1774268052.739070415,0.010811806,0.000000000,0.003041053,640,480,rgb8
41,images/000041.jpg,1774268052.783226252,1774268052.775827885,0.007398367,0.000000000,0.000000000,1774268052.779036760,0.004189491,0.000000000,0.003827438,640,480,rgb8
42,images/000042.jpg,1774268052.816570520,1774268052.815808296,0.000762224,0.000000000,0.000000000,1774268052.799837589,0.016732931,0.000000000,0.003827438,640,480,rgb8
43,images/000043.jpg,1774268052.883258343,1774268052.875816822,0.007441521,0.000000000,0.000000000,1774268052.879026413,0.004231930,0.000000000,0.001210809,640,480,rgb8
44,images/000044.jpg,1774268052.916602135,1774268052.915816545,0.000785589,0.000000000,0.000000000,1774268052.899022102,0.017580032,0.000000000,0.001751059,640,480,rgb8
45,images/000045.jpg,1774268052.949945688,1774268052.935816050,0.014129639,0.000000000,0.000000000,1774268052.939024687,0.010921001,0.000000000,0.003269653,640,480,rgb8
46,images/000046.jpg,1774268052.983289480,1774268052.975819111,0.007470369,0.000000000,0.000000000,1774268052.979034424,0.004255056,0.000000000,0.000816427,640,480,rgb8
47,images/000047.jpg,1774268053.016633034,1774268053.015827179,0.000805855,0.000000000,0.000000000,1774268052.999097347,0.017535686,0.000000000,0.000946146,640,480,rgb8
48,images/000048.jpg,1774268053.049976349,1774268053.035843372,0.014132977,0.000000000,0.000000000,1774268053.039113760,0.010862589,0.000000000,0.001507708,640,480,rgb8
49,images/000049.jpg,1774268053.083319902,1774268053.075826883,0.007493019,0.000000000,0.000000000,1774268053.079029322,0.004290581,0.000000000,0.002989432,640,480,rgb8
50,images/000050.jpg,1774268053.116662979,1774268053.115828753,0.000834227,0.000000000,0.000000000,1774268053.099066019,0.017596960,0.000000000,0.003430545,640,480,rgb8
51,images/000051.jpg,1774268053.150006056,1774268053.135821342,0.014184713,0.000000000,0.000000000,1774268053.139015675,0.010990381,0.000000000,0.007413426,640,480,rgb8
52,images/000052.jpg,1774268053.183349371,1774268053.175827980,0.007521391,0.000000000,0.000000000,1774268053.179019213,0.004330158,0.000000000,0.006288666,640,480,rgb8
53,images/000053.jpg,1774268053.216692448,1774268053.215825558,0.000866890,0.000000000,0.000000000,1774268053.199027061,0.017665386,0.000000000,0.003915629,640,480,rgb8
54,images/000054.jpg,1774268053.250035048,1774268053.235825777,0.014209270,0.000000000,0.000000000,1774268053.239034176,0.011000872,0.000000000,0.004240954,640,480,rgb8
55,images/000055.jpg,1774268053.283377886,1774268053.275837183,0.007540703,0.000000000,0.000000000,1774268053.279018402,0.004359484,0.000000000,0.003312516,640,480,rgb8
56,images/000056.jpg,1774268053.316720724,1774268053.315822601,0.000898123,0.000000000,0.000000000,1774268053.299052238,0.017668486,0.000000000,0.003462795,640,480,rgb8
57,images/000057.jpg,1774268053.350063562,1774268053.335821629,0.014241934,0.000000000,0.000000000,1774268053.339079618,0.010983944,0.000000000,0.001945471,640,480,rgb8
58,images/000058.jpg,1774268053.383405924,1774268053.375819921,0.007586002,0.000000000,0.000000000,1774268053.379062653,0.004343271,0.000000000,0.002699391,640,480,rgb8
59,images/000059.jpg,1774268053.416748762,1774268053.415822983,0.000925779,0.000000000,0.000000000,1774268053.399102926,0.017645836,0.000000000,0.002453257,640,480,rgb8
60,images/000060.jpg,1774268053.450104713,1774268053.435823202,0.014281511,0.000000000,0.000000000,1774268053.439062119,0.011042595,0.000000000,0.001793880,640,480,rgb8
61,images/000061.jpg,1774268053.483460903,1774268053.475835323,0.007625580,0.000000000,0.000000000,1774268053.479048967,0.004411936,0.000000000,0.002874016,640,480,rgb8
62,images/000062.jpg,1774268053.516817093,1774268053.515825510,0.000991583,0.000000000,0.000000000,1774268053.499156952,0.017660141,0.000000000,0.002517320,640,480,rgb8
63,images/000063.jpg,1774268053.583528519,1774268053.575818539,0.007709980,0.000000000,0.000000000,1774268053.579077721,0.004450798,0.000000000,0.000633671,640,480,rgb8
64,images/000064.jpg,1774268053.616884470,1774268053.615827322,0.001057148,0.000000000,0.000000000,1774268053.599030018,0.017854452,0.000000000,-0.000145488,640,480,rgb8
65,images/000065.jpg,1774268053.650240183,1774268053.635827303,0.014412880,0.000000000,0.000000000,1774268053.639026403,0.011213779,0.000000000,0.004634651,640,480,rgb8
66,images/000066.jpg,1774268053.683595896,1774268053.675833941,0.007761955,0.000000000,0.000000000,1774268053.679043293,0.004552603,0.000000000,0.004558715,640,480,rgb8
67,images/000067.jpg,1774268053.716951609,1774268053.715830803,0.001120806,0.000000000,0.000000000,1774268053.699034691,0.017916918,0.000000000,0.003148701,640,480,rgb8
68,images/000068.jpg,1774268053.750307560,1774268053.735843658,0.014463902,0.000000000,0.000000000,1774268053.739045143,0.011262417,0.000000000,0.004197383,640,480,rgb8
69,images/000069.jpg,1774268053.783663273,1774268053.775833130,0.007830143,0.000000000,0.000000000,1774268053.779052258,0.004611015,0.000000000,0.004832340,640,480,rgb8
70,images/000070.jpg,1774268053.817018986,1774268053.815844774,0.001174212,0.000000000,0.000000000,1774268053.799062967,0.017956018,0.000000000,0.004239120,640,480,rgb8
71,images/000071.jpg,1774268053.850374699,1774268053.835839033,0.014535666,0.000000000,0.000000000,1774268053.839114189,0.011260509,0.000000000,0.003875724,640,480,rgb8
72,images/000072.jpg,1774268053.883730412,1774268053.875840425,0.007889986,0.000000000,0.000000000,1774268053.878994226,0.004736185,0.000000000,0.000509031,640,480,rgb8
73,images/000073.jpg,1774268053.917086124,1774268053.915829182,0.001256943,0.000000000,0.000000000,1774268053.899214029,0.017872095,0.000000000,0.000274263,640,480,rgb8
74,images/000074.jpg,1774268053.983797550,1774268053.975842237,0.007955313,0.000000000,0.000000000,1774268053.979065418,0.004732132,0.000000000,-0.001489166,640,480,rgb8
75,images/000075.jpg,1774268054.017153263,1774268054.015834093,0.001319170,0.000000000,0.000000000,1774268053.999045372,0.018107891,0.000000000,-0.000685129,640,480,rgb8
76,images/000076.jpg,1774268054.050508738,1774268054.035820723,0.014688015,0.000000000,0.000000000,1774268054.039015293,0.011493444,0.000000000,0.004020835,640,480,rgb8
77,images/000077.jpg,1774268054.083864450,1774268054.075833797,0.008030653,0.000000000,0.000000000,1774268054.079007387,0.004857063,0.000000000,0.004665528,640,480,rgb8
78,images/000078.jpg,1774268054.117220163,1774268054.115829945,0.001390219,0.000000000,0.000000000,1774268054.099038124,0.018182039,0.000000000,0.004452075,640,480,rgb8
79,images/000079.jpg,1774268054.150575876,1774268054.135832548,0.014743328,0.000000000,0.000000000,1774268054.139030933,0.011544943,0.000000000,0.003953938,640,480,rgb8
80,images/000080.jpg,1774268054.183931351,1774268054.175834894,0.008096457,0.000000000,0.000000000,1774268054.179042339,0.004889011,0.000000000,0.003828774,640,480,rgb8
81,images/000081.jpg,1774268054.217287064,1774268054.215827227,0.001459837,0.000000000,0.000000000,1774268054.199076891,0.018210173,0.000000000,0.003342195,640,480,rgb8
82,images/000082.jpg,1774268054.250642776,1774268054.235826254,0.014816523,0.000000000,0.000000000,1774268054.239035845,0.011606932,0.000000000,0.004627803,640,480,rgb8
83,images/000083.jpg,1774268054.283998251,1774268054.275815964,0.008182287,0.000000000,0.000000000,1774268054.279078007,0.004920244,0.000000000,0.003767240,640,480,rgb8
84,images/000084.jpg,1774268054.317353964,1774268054.315831423,0.001522541,0.000000000,0.000000000,1774268054.299023390,0.018330574,0.000000000,0.003280536,640,480,rgb8
85,images/000085.jpg,1774268054.350709438,1774268054.335827589,0.014881849,0.000000000,0.000000000,1774268054.339037895,0.011671543,0.000000000,0.002715764,640,480,rgb8
86,images/000086.jpg,1774268054.384065151,1774268054.375825882,0.008239269,0.000000000,0.000000000,1774268054.379033804,0.005031347,0.000000000,0.002039088,640,480,rgb8
87,images/000087.jpg,1774268054.417420626,1774268054.415833235,0.001587391,0.000000000,0.000000000,1774268054.399165392,0.018255234,0.000000000,0.001237984,640,480,rgb8
88,images/000088.jpg,1774268054.450776339,1774268054.435832500,0.014943838,0.000000000,0.000000000,1774268054.439049482,0.011726856,0.000000000,0.002720733,640,480,rgb8
89,images/000089.jpg,1774268054.484131813,1774268054.475837469,0.008294344,0.000000000,0.000000000,1774268054.479063988,0.005067825,0.000000000,0.002480842,640,480,rgb8
90,images/000090.jpg,1774268054.517487288,1774268054.515815973,0.001671314,0.000000000,0.000000000,1774268054.499081612,0.018405676,0.000000000,0.002384524,640,480,rgb8
91,images/000091.jpg,1774268054.550843477,1774268054.535835028,0.015008450,0.000000000,0.000000000,1774268054.539056778,0.011786699,0.000000000,0.001980119,640,480,rgb8
92,images/000092.jpg,1774268054.584199429,1774268054.575840712,0.008358717,0.000000000,0.000000000,1774268054.579071522,0.005127907,0.000000000,0.002732494,640,480,rgb8
93,images/000093.jpg,1774268054.617555380,1774268054.615847588,0.001707792,0.000000000,0.000000000,1774268054.599060535,0.018494844,0.000000000,0.002001294,640,480,rgb8
94,images/000094.jpg,1774268054.684276581,1774268054.675833702,0.008442879,0.000000000,0.000000000,1774268054.679109812,0.005166769,0.000000000,0.001133651,640,480,rgb8
95,images/000095.jpg,1774268054.717637300,1774268054.715883970,0.001753330,0.000000000,0.000000000,1774268054.699977875,0.017659426,0.000000000,0.001226167,640,480,rgb8
96,images/000096.jpg,1774268054.750997782,1774268054.735819578,0.015178204,0.000000000,0.000000000,1774268054.739029884,0.011967897,0.000000000,0.001994325,640,480,rgb8
97,images/000097.jpg,1774268054.784358501,1774268054.775828600,0.008529902,0.000000000,0.000000000,1774268054.779057264,0.005301237,0.000000000,0.003240793,640,480,rgb8
98,images/000098.jpg,1774268054.817718983,1774268054.815835953,0.001883030,0.000000000,0.000000000,1774268054.799058914,0.018660069,0.000000000,0.003667042,640,480,rgb8
99,images/000099.jpg,1774268054.851079702,1774268054.835832119,0.015247583,0.000000000,0.000000000,1774268054.839049339,0.012030363,0.000000000,0.002960740,640,480,rgb8
100,images/000100.jpg,1774268054.884440184,1774268054.875830889,0.008609295,0.000000000,0.000000000,1774268054.879082918,0.005357265,0.000000000,0.003002867,640,480,rgb8
101,images/000101.jpg,1774268054.917800665,1774268054.915814638,0.001986027,0.399730200,-0.499662750,1774268054.899049759,0.018750906,0.000000000,0.003876592,640,480,rgb8
102,images/000102.jpg,1774268054.951161385,1774268054.935828209,0.015333176,0.500000000,-0.999934350,1774268054.939033985,0.012127399,0.000000000,0.004710797,640,480,rgb8
103,images/000103.jpg,1774268054.984521866,1774268054.975833654,0.008688211,0.500000000,-1.000000000,1774268054.979016542,0.005505323,0.000000000,0.013148028,640,480,rgb8
104,images/000104.jpg,1774268055.017882347,1774268055.015828848,0.002053499,0.500000000,-1.000000000,1774268054.999027252,0.018855095,0.024279862,0.023251359,640,480,rgb8
105,images/000105.jpg,1774268055.084603548,1774268055.075823784,0.008779764,0.500000000,-1.000000000,1774268055.079015255,0.005588293,0.103486382,-0.141405595,640,480,rgb8
106,images/000106.jpg,1774268055.117963791,1774268055.115828753,0.002135038,0.500000000,-1.000000000,1774268055.099040031,0.018923759,0.104736149,-0.237330940,640,480,rgb8
107,images/000107.jpg,1774268055.151324511,1774268055.135828257,0.015496254,0.500000000,-1.000000000,1774268055.139034510,0.012290001,0.206756792,-0.412878806,640,480,rgb8
108,images/000108.jpg,1774268055.184684992,1774268055.175822735,0.008862257,0.500000000,-0.500176450,1774268055.179025888,0.005659103,0.245749865,-0.580493171,640,480,rgb8
109,images/000109.jpg,1774268055.218045473,1774268055.215824127,0.002221346,0.500000000,0.000000000,1774268055.199121237,0.018924236,0.334690229,-0.671754913,640,480,rgb8
110,images/000110.jpg,1774268055.251405954,1774268055.235844135,0.015561819,0.500000000,0.000000000,1774268055.239146709,0.012259245,0.342497988,-0.702390578,640,480,rgb8
111,images/000111.jpg,1774268055.284766436,1774268055.275828123,0.008938313,0.500000000,0.000000000,1774268055.279085398,0.005681038,0.446162963,-0.563555131,640,480,rgb8
112,images/000112.jpg,1774268055.318126917,1774268055.315820456,0.002306461,0.500000000,0.000000000,1774268055.299091578,0.019035339,0.433935743,-0.268259868,640,480,rgb8
113,images/000113.jpg,1774268055.351487398,1774268055.335830927,0.015656471,0.500000000,0.000000000,1774268055.339074135,0.012413263,0.471356215,-0.034563010,640,480,rgb8
114,images/000114.jpg,1774268055.384847641,1774268055.375813961,0.009033680,0.500000000,0.000000000,1774268055.379028797,0.005818844,0.492356076,-0.054630105,640,480,rgb8
115,images/000115.jpg,1774268055.418208361,1774268055.415824890,0.002383471,0.500000000,0.000000000,1774268055.399031162,0.019177198,0.497654324,-0.061811426,640,480,rgb8
116,images/000116.jpg,1774268055.451568604,1774268055.435838461,0.015730143,0.099757140,0.000000000,1774268055.439020395,0.012548208,0.505235101,-0.021916930,640,480,rgb8
117,images/000117.jpg,1774268055.484928846,1774268055.475826025,0.009102821,0.000000000,0.000000000,1774268055.479021788,0.005907059,0.506739046,0.001954331,640,480,rgb8
118,images/000118.jpg,1774268055.518289566,1774268055.515829325,0.002460241,0.000000000,0.000000000,1774268055.499020338,0.019269228,0.503695545,-0.008142045,640,480,rgb8
119,images/000119.jpg,1774268055.551649809,1774268055.535840750,0.015809059,0.000000000,0.000000000,1774268055.539010763,0.012639046,0.513799892,-0.054288310,640,480,rgb8
120,images/000120.jpg,1774268055.585010290,1774268055.575839758,0.009170532,0.000000000,0.000000000,1774268055.579047918,0.005962372,0.529476059,-0.079510800,640,480,rgb8
121,images/000121.jpg,1774268055.618370533,1774268055.615835428,0.002535105,0.000000000,0.000000000,1774268055.599039793,0.019330740,0.383168811,-0.104770857,640,480,rgb8
122,images/000122.jpg,1774268055.651726246,1774268055.635853291,0.015872955,0.000000000,0.000000000,1774268055.639187813,0.012538433,0.316142308,-0.099929484,640,480,rgb8
123,images/000123.jpg,1774268055.685082197,1774268055.675838470,0.009243727,0.400001580,0.000000000,1774268055.679058313,0.006023884,0.193715950,-0.031830088,640,480,rgb8
124,images/000124.jpg,1774268055.718437910,1774268055.715818405,0.002619505,0.500000000,0.000000000,1774268055.699078560,0.019359350,0.194533177,0.009614519,640,480,rgb8
125,images/000125.jpg,1774268055.785145283,1774268055.775814056,0.009331226,0.500000000,0.000000000,1774268055.780631065,0.004514217,0.048823043,0.059763973,640,480,rgb8
126,images/000126.jpg,1774268055.818498850,1774268055.815819740,0.002679110,0.500000000,0.000000000,1774268055.799072266,0.019426584,0.055003978,0.094962941,640,480,rgb8
127,images/000127.jpg,1774268055.851852179,1774268055.835799456,0.016052723,0.500000000,0.000000000,1774268055.839063168,0.012789011,0.053290012,0.124096735,640,480,rgb8
128,images/000128.jpg,1774268055.885205746,1774268055.875832081,0.009373665,0.500000000,0.000000000,1774268055.879055500,0.006150246,0.244630852,0.117964159,640,480,rgb8
129,images/000129.jpg,1774268055.918559074,1774268055.915812731,0.002746344,0.500000000,0.000000000,1774268055.899059534,0.019499540,0.246113126,0.064341987,640,480,rgb8
130,images/000130.jpg,1774268055.951912642,1774268055.935770988,0.016141653,0.500000000,0.000000000,1774268055.939048767,0.012863874,0.349468639,0.036979727,640,480,rgb8
131,images/000131.jpg,1774268055.985265970,1774268055.975841045,0.009424925,0.500000000,0.000000000,1774268055.979993343,0.005272627,0.357862715,0.021480794,640,480,rgb8
132,images/000132.jpg,1774268056.018619061,1774268056.015823603,0.002795458,0.500000000,0.000000000,1774268055.999110699,0.019508362,0.360483384,0.024213244,640,480,rgb8
133,images/000133.jpg,1774268056.051972389,1774268056.035828590,0.016143799,0.500000000,0.000000000,1774268056.039057493,0.012914896,0.443583932,0.004163220,640,480,rgb8
134,images/000134.jpg,1774268056.085325718,1774268056.075811386,0.009514332,0.500000000,0.000000000,1774268056.079035997,0.006289721,0.485267708,-0.007948920,640,480,rgb8
135,images/000135.jpg,1774268056.118679047,1774268056.115818501,0.002860546,0.500000000,0.000000000,1774268056.099007130,0.019671917,0.499554873,0.006320973,640,480,rgb8
136,images/000136.jpg,1774268056.185385227,1774268056.175811768,0.009573460,0.500000000,0.000000000,1774268056.179009199,0.006376028,0.505886929,-0.012621910,640,480,rgb8
137,images/000137.jpg,1774268056.218738317,1774268056.215822697,0.002915621,0.500000000,0.000000000,1774268056.199008226,0.019730091,0.509968557,-0.012124772,640,480,rgb8
138,images/000138.jpg,1774268056.252091408,1774268056.235812664,0.016278744,0.500000000,0.000000000,1774268056.239021540,0.013069868,0.506660693,-0.014101549,640,480,rgb8
139,images/000139.jpg,1774268056.285444260,1774268056.275832176,0.009612083,0.500000000,0.000000000,1774268056.279021740,0.006422520,0.422781793,-0.013673419,640,480,rgb8
140,images/000140.jpg,1774268056.318797350,1774268056.315824509,0.002972841,0.500000000,0.000000000,1774268056.299049377,0.019747972,0.425610529,-0.018413599,640,480,rgb8
141,images/000141.jpg,1774268056.352150202,1774268056.335813522,0.016336679,0.500000000,0.000000000,1774268056.339032888,0.013117313,0.473339494,-0.032092195,640,480,rgb8
142,images/000142.jpg,1774268056.385503292,1774268056.375831366,0.009671926,0.500000000,0.000000000,1774268056.379078865,0.006424427,0.490912131,-0.022425465,640,480,rgb8
143,images/000143.jpg,1774268056.418855906,1774268056.415829659,0.003026247,0.500000000,0.000000000,1774268056.399056911,0.019798994,0.494412104,-0.006902099,640,480,rgb8
144,images/000144.jpg,1774268056.452208757,1774268056.435831547,0.016377211,0.500000000,0.000000000,1774268056.439030647,0.013178110,0.501331311,0.030317774,640,480,rgb8
145,images/000145.jpg,1774268056.485561609,1774268056.475811958,0.009749651,0.500000000,0.000000000,1774268056.479011297,0.006550312,0.528938756,0.000858443,640,480,rgb8
146,images/000146.jpg,1774268056.518914223,1774268056.515812397,0.003101826,0.500000000,0.000000000,1774268056.499047041,0.019867182,0.532654776,-0.009082417,640,480,rgb8
147,images/000147.jpg,1774268056.552266836,1774268056.535814524,0.016452312,0.500000000,0.000000000,1774268056.539041042,0.013225794,0.509071103,0.007558834,640,480,rgb8
148,images/000148.jpg,1774268056.585619688,1774268056.575818300,0.009801388,0.500000000,0.000000000,1774268056.579024076,0.006595612,0.503500467,0.009115940,640,480,rgb8
149,images/000149.jpg,1774268056.618972063,1774268056.615823746,0.003148317,0.500000000,0.000000000,1774268056.599061251,0.019910812,0.506688274,0.006629760,640,480,rgb8
150,images/000150.jpg,1774268056.652324677,1774268056.635826349,0.016498327,0.500000000,0.000000000,1774268056.639096498,0.013228178,0.503622303,-0.001681943,640,480,rgb8
151,images/000151.jpg,1774268056.685677290,1774268056.675822735,0.009854555,0.500000000,0.000000000,1774268056.679086447,0.006590843,0.500166197,-0.009251758,640,480,rgb8
152,images/000152.jpg,1774268056.719029903,1774268056.715830564,0.003199339,0.500000000,0.000000000,1774268056.699064255,0.019965649,0.497672126,-0.009237682,640,480,rgb8
153,images/000153.jpg,1774268056.752385139,1774268056.735836506,0.016548634,0.500000000,0.000000000,1774268056.739057302,0.013327837,0.503444990,-0.006807336,640,480,rgb8
154,images/000154.jpg,1774268056.785740376,1774268056.775837660,0.009902716,0.500000000,0.000000000,1774268056.779067993,0.006672382,0.500418521,-0.007597967,640,480,rgb8
155,images/000155.jpg,1774268056.819095612,1774268056.815831423,0.003264189,0.500000000,0.000000000,1774268056.819028378,0.000067234,0.497896810,0.005808641,640,480,rgb8
156,images/000156.jpg,1774268056.885829687,1774268056.875846863,0.009982824,0.500000000,0.000000000,1774268056.879093647,0.006736040,0.422570385,0.006424746,640,480,rgb8
157,images/000157.jpg,1774268056.919197083,1774268056.915816784,0.003380299,0.500000000,0.000000000,1774268056.919023991,0.000173092,0.469229543,-0.003149477,640,480,rgb8
158,images/000158.jpg,1774268056.952564478,1774268056.935811996,0.016752481,0.500000000,0.000000000,1774268056.939029932,0.013534546,0.471423270,-0.007651962,640,480,rgb8
159,images/000159.jpg,1774268056.985931873,1774268056.975828886,0.010102987,0.500000000,0.000000000,1774268056.979044437,0.006887436,0.488011285,-0.019098685,640,480,rgb8
160,images/000160.jpg,1774268057.019299746,1774268057.015836000,0.003463745,0.500000000,0.000000000,1774268057.019034386,0.000265360,0.496276219,-0.025382521,640,480,rgb8
161,images/000161.jpg,1774268057.052667618,1774268057.035833836,0.016833782,0.500000000,0.000000000,1774268057.039056778,0.013610840,0.498661676,-0.003164984,640,480,rgb8
162,images/000162.jpg,1774268057.086035728,1774268057.075833082,0.010202646,0.500000000,0.000000000,1774268057.079041719,0.006994009,0.502005750,0.021470291,640,480,rgb8
163,images/000163.jpg,1774268057.119404078,1774268057.115816832,0.003587246,0.500000000,0.000000000,1774268057.119045496,0.000358582,0.499859976,0.009781496,640,480,rgb8
164,images/000164.jpg,1774268057.152772427,1774268057.135837317,0.016935110,0.500000000,0.000000000,1774268057.139086962,0.013685465,0.502147103,-0.003040871,640,480,rgb8
